household_id,district,latitude,longitude,distribution_date,household_size,baseline_fuel_kg_person_week,distance_to_market_km,elevation_m,usage_month_1,usage_month_2,usage_month_3,usage_month_4,usage_month_5,usage_month_6
HH-01025,Gakenke,-1.670756,29.789561,23/03/2024,4.0,8.1,0.9,1976,29.3,27.5,28.9,22.6,28.5,34.2
HH-02830,Nyabihu,-1.625719,29.492613,26/06/2023,4.0,8.9,1.5,2520,30.0,35.0,29.5,35.7,35.1,31.3
HH-00753,Burera,-1.401711,29.81956,01/12/2023,4.0,9.4,6.4,1605,17.6,14.8,19.7,17.2,17.9,17.7
HH-00352,Gakenke,-1.666403,29.760524,16/02/2023,5.0,11.7,11.5,2152,58.1,47.1,47.8,58.4,46.9,44.6
HH-06990,Nyabihu,-1.56936,29.456355,23/02/2023,7.0,8.4,0.9,2229,36.0,36.8,29.1,25.6,28.3,31.160000000000004
HH-01314,Rulindo,-1.702827,30.065805,14/05/2023,5.0,9.0,2.6,1979,17.6,21.0,19.2,18.3,21.8,16.3
HH-06590,Rulindo,-1.732782,30.049548,13/01/2023,2.0,11.5,2.8,2052,18.0,22.7,18.9,18.2,19.580000000000002,20.1
HH-03743,Rulindo,-1.716707,30.075147,23/10/2023,5.0,10.1,2.2,1533,44.7,42.8,45.8,49.1,48.5,46.1
HH-07509,Burera,-1.410078,29.778747,13/05/2023,2.0,6.4,0.5,1532,7.2,6.8,7.5,6.0,5.2,5.1
HH-05533,Rulindo,-1.736765,29.983727,05/10/2023,5.0,8.4,1.2,2082,30.8,43.7,37.7,34.3,40.1,36.8
HH-03066,Musanze,-1.53137,29.663723,30/01/2023,3.0,10.4,1.0,1774,13.0,12.9,12.4,15.7,14.0,11.1
HH-00562,Nyabihu,-1.609266,29.493316,18/04/2023,2.0,6.0,1.5,2390,6.0,6.3,4.9,5.8,6.4,5.9
HH-02465,Burera,-1.41692,29.808465,13/03/2023,4.0,9.3,1.5,1808,34.9,30.5,32.3,36.1,37.6,35.7
HH-04272,Gakenke,-1.614477,29.880573,28/02/2023,3.0,11.0,11.2,1991,14.2,12.7,15.4,14.7,11.2,14.3
HH-04321,Burera,-1.417499,29.72578,02/04/2023,4.0,5.6,1.9,1818,10.42,9.0,11.5,9.6,11.6,10.4
HH-06903,Nyabihu,-1.645496,29.522307,01/01/2024,6.0,6.8,3.0,2133,21.8,17.8,23.8,17.7,16.3,20.4
HH-04817,Gakenke,-1.704558,29.805555,27/10/2023,5.0,10.1,2.6,2011,22.1,26.6,19.0,22.3,22.9,27.7
HH-07692,Gakenke,-1.645673,29.854285,30/09/2023,7.0,6.6,1.1,1863,25.7,23.3,22.2,22.6,15.9,20.7
HH-01048,Nyabihu,-1.59306,29.495659,31/05/2023,5.0,8.9,4.1,2151,15.4,14.0,14.9,13.6,15.3,16.6
HH-03104,Musanze,-1.453028,29.570815,01/10/2023,6.0,14.450000000000001,5.7,2042,69.3,57.9,64.3,59.2,54.9,46.2
HH-01386,Musanze,-1.512372,29.692653,06/04/2024,5.0,10.6,0.6,1664,21.5,22.0,30.4,22.9,20.4,23.6
HH-00415,Burera,-1.47148,29.720459,28/01/2024,6.0,9.3,2.8,1924,52.9,54.1,45.0,56.1,46.0,48.9
HH-04003,Rulindo,-1.74566,29.995921,16/02/2024,5.0,8.5,1.3,1884,34.4,40.3,39.3,39.1,36.7,43.4
HH-02571,Musanze,-1.532248,29.621001,12/07/2023,6.0,9.5,5.1,1931,54.3,48.2,47.3,52.5,56.2,45.6
HH-02003,Gakenke,-1.747877,29.881976,08/02/2024,5.0,7.8,10.9,1895,34.5,30.2,32.5,41.7,41.1,39.5
HH-05945,Gakenke,-1.659066,29.769915,28/04/2024,7.0,7.4,0.8,1769,23.92,26.2,20.5,29.1,19.0,24.8
HH-03115,Nyabihu,-1.593114,29.514782,03/07/2023,4.0,9.8,4.8,2639,17.1,21.4,21.8,15.7,14.3,16.5
HH-07470,Musanze,-1.460548,29.609029,16/09/2023,6.0,8.9,1.7,1985,48.2,38.6,43.3,50.8,42.4,51.7
HH-02663,Nyabihu,-1.636146,29.52306,01/08/2023,7.0,4.0,4.2,2266,12.8,10.9,13.5,13.3,12.1,11.7
HH-04140,Burera,-1.494618,29.782677,05/06/2024,1.0,8.1,3.2,1924,4.7,3.8,3.9,4.4,3.6,3.5
HH-06437,Burera,-1.490074,29.841445,23/01/2024,4.0,6.6,1.0,1891,13.7,11.4,14.7,12.6,10.7,11.4
HH-06952,Burera,-1.498996,29.848398,27/06/2023,4.0,7.4,2.7,1792,18.0,15.3,15.5,15.279999999999998,12.9,14.7
HH-02997,Nyabihu,-1.584994,29.495598,23/07/2023,5.0,3.6499999999999995,1.9,2576,14.5,11.7,14.9,13.8,18.0,14.0
HH-00843,Nyabihu,-1.614081,29.469072,03/03/2024,5.0,8.4,7.8,2466,36.6,41.1,34.4,40.9,36.4,36.4
HH-01147,Rulindo,-1.729489,30.014647,28/07/2023,3.0,11.9,3.3,1571,15.1,22.1,13.1,19.3,19.0,11.5
HH-01833,Burera,-1.459205,29.700099,16/04/2024,5.0,12.4,5.8,1960,28.7,29.8,29.8,28.860000000000003,28.5,27.5
HH-02448,Nyabihu,-1.563115,29.525454,13/06/2024,3.0,12.9,0.5,2212,28.9,34.1,29.2,31.2,30.4,31.4
HH-06516,Musanze,-1.539929,29.639332,24/01/2023,3.0,11.3,2.2,1787,31.1,28.6,29.3,30.0,28.1,28.7
HH-01254,Nyabihu,-1.636689,29.537004,16/02/2023,3.0,7.9,3.2,2586,23.5,21.9,23.9,22.6,25.9,19.6
HH-05396,Musanze,-1.494925,29.589273,13/02/2024,3.0,8.4,1.0,1767,19.6,21.3,24.9,20.7,27.5,24.2
HH-04465,Rulindo,-1.710421,30.076884,05/06/2024,4.0,7.6,3.1,1890,27.0,29.8,30.9,28.2,27.5,30.2
HH-06342,Burera,-1.434441,29.81958,14/01/2024,2.0,7.4,12.4,1701,13.7,14.7,12.0,11.5,13.3,11.4
HH-06493,Musanze,-1.488519,29.688547,13/03/2024,4.0,10.4,2.8,1621,20.3,15.7,19.9,20.1,15.9,17.7
HH-05890,Musanze,-1.492386,29.66432,18/11/2023,6.0,12.6,4.0,1741,37.5,42.6,44.8,34.5,40.1,42.3
HH-05671,Gakenke,-1.714756,29.750603,09/03/2024,4.0,9.8,0.9,2093,23.3,16.1,15.1,17.1,19.2,13.3
HH-00379,Rulindo,-1.781482,30.033226,29/08/2023,5.0,8.6,4.6,2134,31.9,38.9,43.1,41.6,39.3,35.1
HH-05814,Musanze,-1.538124,29.687177,29/11/2023,5.0,9.4,2.6,1780,41.2,35.5,40.3,45.9,34.6,34.2
HH-06828,Nyabihu,-1.606111,29.543747,05/08/2023,5.0,11.1,2.6,2521,51.7,44.7,42.4,46.7,59.7,44.0
HH-06649,Rulindo,-1.731341,30.075776,11/05/2023,6.0,5.9,0.6,1579,18.4,19.1,15.2,17.6,14.0,16.9
HH-04295,Musanze,-1.500512,29.624178,11/04/2024,8.0,13.6,2.8,1862,51.0,47.2,52.3,52.4,46.7,41.6
HH-04861,Burera,-1.482294,29.709761,09/02/2024,5.0,9.2,3.6,1896,44.0,42.3,40.4,47.7,41.2,43.5
HH-01732,Burera,-1.426173,29.848852,02/04/2024,5.0,9.7,5.2,1855,22.6,23.4,24.6,27.8,19.9,22.4
HH-04464,Nyabihu,-1.609823,29.542048,19/04/2023,2.0,4.2,1.0,2300,4.9,3.5,4.3,2.9,4.0,3.5
HH-02025,Musanze,-1.494999,29.625416,29/05/2024,5.0,7.1,3.5,1627,29.4,28.1,28.4,27.4,31.3,30.4
HH-03045,Rulindo,-1.718233,30.009708,10/09/2023,6.0,7.8,2.6,1553,24.2,20.9,24.2,21.2,18.8,23.3
HH-03860,Rulindo,-1.789655,30.025176,18/01/2023,4.0,10.2,13.4,1903,22.0,20.0,20.0,15.9,17.1,19.0
HH-05994,Burera,-1.418088,29.784251,16/10/2023,4.0,10.8,3.3,1897,48.0,62.4,57.8,57.5,56.5,58.2
HH-04371,Nyabihu,-1.643432,29.483854,30/12/2023,1.0,9.5,3.1,2435,7.7,8.1,8.0,7.8,8.1,9.8
HH-05220,Nyabihu,-1.627494,29.457906,27/04/2024,5.0,11.4,16.6,2494,45.0,48.9,55.7,49.7,42.9,51.5
HH-03769,Nyabihu,-1.585254,29.502628,07/02/2024,4.0,10.8,0.5,2063,20.82,23.7,20.6,18.6,21.1,20.1
HH-02754,Musanze,-1.486556,29.552764,14/11/2023,5.0,10.8,1.4,1922,28.4,22.4,30.0,30.9,18.7,27.1
HH-05390,Gakenke,-1.691453,29.802987,15/12/2023,6.0,12.0,6.5,2193,66.0,59.2,78.4,67.4,68.4,71.3
HH-04289,Musanze,-1.459311,29.590984,15/11/2023,6.0,8.4,13.8,1936,43.5,50.0,40.8,44.1,51.9,50.3
HH-06335,Musanze,-1.537364,29.588376,12/08/2023,5.0,6.5,9.9,1714,14.6,15.8,17.0,17.5,16.6,15.9
HH-03456,Nyabihu,-1.617304,29.493687,25/05/2023,6.0,8.6,5.0,2157,32.6,28.8,21.4,20.2,21.7,22.5
HH-01455,Nyabihu,-1.580832,29.549016,21/08/2023,5.0,10.4,1.4,2452,25.6,23.4,20.9,22.5,21.6,26.4
HH-03150,Musanze,-1.494822,29.619312,11/06/2023,5.0,9.8,3.7,1776,48.6,39.0,42.6,50.9,40.3,36.6
HH-03299,Musanze,-1.538681,29.627882,06/05/2023,4.0,7.3,0.8,1795,26.5,31.1,22.3,30.6,25.5,31.1
HH-04702,Nyabihu,-1.596641,29.500672,16/02/2024,2.0,9.7,1.5,2407,18.1,18.4,20.7,18.6,17.6,17.5
HH-03407,Gakenke,-1.638431,29.765425,04/06/2023,7.0,10.8,0.5,1851,42.5,31.5,32.6,33.82,29.6,32.9
HH-01176,Burera,-1.421077,29.728079,04/01/2024,6.0,9.6,2.0,1997,35.2,31.0,27.5,26.3,25.2,18.2
HH-04075,Rulindo,30.072858,-1.748223,08/03/2023,7.0,9.1,4.7,1874,35.7,26.7,31.1,23.2,28.0,24.9
HH-01439,Nyabihu,-1.641757,29.500449,01/04/2024,7.0,8.6,2.8,2523,35.7,25.5,28.7,25.6,23.9,27.1
HH-02211,Rulindo,-1.714094,29.986831,19/02/2024,5.0,9.0,4.8,1644,31.5,44.3,35.7,47.2,46.7,42.1
HH-01996,Rulindo,-1.762678,29.967084,01/09/2023,5.0,8.6,0.7,1897,38.7,38.8,41.3,34.6,46.5,34.8
HH-03834,Musanze,-1.514048,29.67823,22/03/2024,4.0,9.4,3.0,2027,36.9,29.2,37.0,37.1,36.0,31.8
HH-04467,Nyabihu,-1.640871,29.487834,17/06/2024,5.0,4.0,7.2,2361,19.8,16.2,17.8,19.3,18.58,19.8
HH-06661,Burera,-1.425723,29.784782,03/01/2023,4.0,11.2,0.8,2010,36.1,40.4,44.6,37.4,40.0,40.6
HH-00548,Rulindo,-1.730689,30.010941,13/04/2024,4.0,11.6,1.9,1822,37.7,41.6,44.2,35.1,35.0,39.0
HH-05971,Rulindo,-1.787806,30.066754,17/05/2024,2.0,8.2,4.3,1810,12.8,14.2,14.3,13.3,14.2,15.6
HH-03358,Musanze,-1.495231,29.634509,29/01/2023,10.0,6.2,4.2,1794,51.3,46.6,58.3,54.4,55.0,60.9
HH-03186,Burera,-1.438255,29.770609,05/09/2023,6.0,8.0,0.8,2166,25.3,21.9,23.4,17.6,21.999999999999996,21.8
HH-01562,Musanze,-1.536428,29.552261,27/11/2023,5.0,9.3,4.4,2171,39.2,43.6,46.6,37.5,37.6,40.8
HH-00173,Burera,-1.446288,29.731736,10/08/2023,5.0,7.4,2.8,1821,16.9,15.2,16.8,15.7,15.1,14.0
HH-04938,Burera,-1.490159,29.769316,05/11/2023,3.0,13.6,4.2,1979,30.0,33.1,38.9,36.6,40.5,35.82
HH-03615,Musanze,-1.473345,29.570382,27/07/2023,4.0,8.4,2.8,1713,21.1,16.6,18.7,14.3,13.4,16.2
HH-03520,Nyabihu,-1.602758,29.459839,23/05/2024,3.0,4.5,2.7,2500,10.4,13.5,14.8,11.3,13.6,10.2
HH-05012,Rulindo,-1.717423,30.083411,18/09/2023,6.0,8.3,0.9,1750,26.1,23.6,27.5,21.1,27.1,28.2
HH-01594,Nyabihu,-1.569537,29.464974,27/06/2023,4.0,6.9,14.8,2502,25.0,22.8,24.049999999999997,22.4,26.0,24.05
HH-05437,Nyabihu,-1.554532,29.516461,11/02/2024,4.0,5.9,0.7,2515,13.6,11.0,11.180000000000001,10.3,11.4,9.6
HH-01883,Burera,-1.452871,29.732871,10/01/2024,5.0,7.5,2.1,1972,28.6,30.3,36.0,37.1,35.9,41.1
HH-07990,Rulindo,-1.714998,29.966417,16/05/2023,5.0,10.2,6.1,1826,28.7,22.3,19.9,26.7,17.3,17.0
HH-07863,Nyabihu,-1.631243,29.49796,30/11/2023,4.0,13.1,2.6,2247,33.5,25.4,29.1,22.1,23.6,21.2
HH-04801,Nyabihu,-1.598295,29.546772,24/10/2023,5.0,8.5,2.2,2326,39.8,35.8,31.9,43.9,30.4,34.2
HH-06638,Burera,-1.470873,29.765925,15/07/2023,4.0,11.6,11.3,2085,46.2,39.8,45.4,40.1,46.9,45.1
HH-05295,Rulindo,-1.713469,30.093547,26/02/2023,5.0,6.4,4.4,1882,27.5,24.5,25.5,31.8,27.5,28.2
HH-06648,Gakenke,-1.647919,29.876128,24/03/2023,6.0,6.0,1.0,2115,16.8,21.1,18.7,18.1,13.5,16.9
HH-07274,Nyabihu,-1.585586,29.482969,20/01/2024,4.0,12.2,8.5,2282,20.3,21.3,28.2,22.6,24.4,22.2
HH-01039,Nyabihu,-1.568978,29.477484,12/02/2024,8.0,9.0,0.6,2443,36.980000000000004,40.0,40.6,41.0,29.8,33.5
HH-00324,Musanze,-1.469856,29.630805,13/03/2023,2.0,13.4,3.8,1667,12.1,12.6,15.1,14.4,11.5,10.4
HH-04082,Musanze,-1.528457,29.609228,17/05/2023,6.0,8.5,5.9,2016,44.1,44.3,49.7,39.9,42.7,49.6
HH-04952,Nyabihu,-1.585503,29.479573,06/12/2023,7.0,9.4,4.0,2573,32.6,25.8,24.7,29.0,27.8,26.9
HH-04768,Nyabihu,-1.597837,29.53824,25/04/2023,4.0,8.2,1.5,2526,30.5,31.2,29.0,32.4,33.9,32.8
HH-00894,Musanze,-1.541831,29.594189,09/01/2024,7.0,11.4,1.5,1644,37.0,41.4,35.6,38.5,39.9,41.4
HH-02318,Musanze,-1.480044,29.614934,12/02/2023,6.0,12.0,4.2,1703,67.9,72.3,55.9,78.3,67.3,76.6
HH-05101,Musanze,-1.457941,29.586118,26/12/2023,7.0,12.7,2.2,1916,69.7,82.5,83.0,71.4,76.8,91.5
HH-00325,Gakenke,-1.610212,29.844191,27/11/2023,5.0,10.5,4.5,2272,54.4,49.3,47.5,50.4,44.7,45.7
HH-01216,Musanze,-1.486948,29.657881,04/07/2023,7.0,7.0,18.2,1903,27.0,28.1,23.1,23.7,21.4,20.3
HH-07206,Nyabihu,-1.56814,29.521111,29/03/2024,5.0,8.0,1.4,2653,19.3,19.5,17.5,18.4,16.5,13.6
HH-03998,Musanze,-1.539971,29.643844,07/03/2024,8.0,8.8,9.0,1824,36.6,37.0,32.9,25.7,31.0,26.2
HH-04540,Nyabihu,-1.611472,29.528728,20/06/2023,3.0,8.8,2.9,2486,14.9,10.9,10.8,14.3,13.7,12.1
HH-07282,Nyabihu,-1.648459,29.494121,07/04/2023,3.0,8.1,2.1,2612,19.9,22.2,23.8,22.4,24.9,24.8
HH-07815,Musanze,-1.547452,29.595591,30/04/2023,5.0,9.2,7.9,2060,34.8,41.9,47.7,39.4,43.2,40.6
HH-01130,Musanze,-1.481604,29.642785,01/05/2023,4.0,6.6,2.0,1819,14.6,13.9,10.0,9.3,8.9,8.5
HH-05217,Musanze,-1.46148,29.69189,04/06/2024,5.0,8.6,6.0,1760,23.4,19.1,19.2,20.740000000000002,17.3,24.7
HH-05956,Burera,-1.419627,29.719603,27/11/2023,6.0,5.4,5.4,2024,16.8,17.2,14.5,11.9,13.0,14.0
HH-07052,Burera,-1.41749,29.835812,28/12/2023,8.0,10.3,1.3,1765,69.2,70.1,62.0,74.4,79.5,66.4
HH-00665,Nyabihu,-1.621614,29.528176,06/08/2023,4.0,5.6,13.8,2119,22.3,20.3,18.1,21.7,20.5,19.6
HH-03329,Nyabihu,-1.637759,29.532049,12/02/2023,5.0,8.1,1.4,2487,22.0,14.8,18.4,13.7,17.5,14.8
HH-06798,Musanze,-1.498734,29.670219,19/01/2023,4.0,9.0,2.1,1792,14.8,12.5,15.2,16.1,15.4,14.8
HH-00209,Nyabihu,-1.561722,29.461052,09/04/2023,3.0,8.6,0.6,2312,14.6,10.9,12.4,13.1,9.3,10.2
HH-07065,Nyabihu,-1.569805,29.528013,09/01/2024,2.0,7.3,1.4,2887,14.5,13.8,14.3,15.3,13.0,15.0
HH-00748,Burera,7.368216,29.802587,31/05/2023,2.0,10.9,2.5,2065,18.2,18.9,16.2,18.625,18.625,21.2
HH-01740,Musanze,-1.472355,29.575367,19/08/2023,4.0,6.9,3.8,1828,23.2,20.9,25.9,24.3,20.4,25.7
HH-00799,Rulindo,-1.700794,29.963267,12/12/2023,2.0,10.0,1.7,1853,10.3,8.1,10.4,9.8,8.4,9.399999999999999
HH-00089,Gakenke,-1.736313,29.851842,21/08/2023,4.0,6.2,5.0,2005,23.1,20.2,20.5,24.6,22.8,22.1
HH-00735,Musanze,-1.471703,29.612181,22/01/2023,5.0,9.2,11.1,1888,41.4,40.6,43.5,39.6,43.9,36.3
HH-05734,Burera,-1.417362,29.837865,05/01/2023,2.0,11.6,8.2,1876,24.1,21.9,20.5,22.8,20.8,23.6
HH-03650,Gakenke,-1.648042,29.870213,01/06/2023,2.0,7.5,3.8,2186,12.1,13.7,13.6,13.8,15.4,15.1
HH-02690,Musanze,-1.549982,29.591211,08/03/2024,5.0,4.0,4.9,1869,11.0,8.7,9.2,8.7,8.6,8.1
HH-01175,Burera,-1.491683,29.736199,11/06/2023,6.0,4.0,2.8,2033,21.3,20.0,25.2,18.3,22.3,19.9
HH-03143,Burera,-1.411084,29.700409,08/07/2023,7.0,7.1,1.3,1675,25.6,20.9,27.8,28.8,18.2,19.5
HH-05188,Musanze,-1.546287,29.684099,25/03/2023,4.0,10.3,3.2,1681,17.1,16.8,20.8,22.6,16.1,17.5
HH-01154,Rulindo,-1.771981,30.055851,12/05/2024,2.0,11.1,2.4,1677,19.5,17.5,21.9,16.0,18.9,18.3
HH-00199,Gakenke,-1.62515,29.766739,26/04/2023,4.0,7.8,7.2,2402,27.3,28.6,28.8,24.1,31.1,26.0
HH-07867,Nyabihu,-1.613533,29.474291,02/07/2023,5.0,8.2,3.8,2524,36.1,41.0,37.1,35.8,37.6,34.9
HH-07451,Burera,-1.424907,29.793482,23/03/2024,5.0,7.1,2.1,1983,15.9,17.1,15.6,14.3,20.7,13.5
HH-01098,Nyabihu,-1.595237,29.510247,03/11/2023,4.0,7.9,7.2,2427,17.1,17.4,13.4,16.4,11.5,16.0
HH-00549,Burera,-1.407353,29.778162,05/04/2024,5.0,10.7,2.6,1746,44.7,44.3,42.5,53.5,57.8,53.6
HH-07926,Musanze,-1.527731,29.61277,07/12/2023,4.0,7.1,2.9,1842,14.8,11.7,12.6,12.0,15.2,9.0
HH-06788,Musanze,-1.513838,29.599713,10/02/2024,2.0,10.2,5.9,2326,18.4,18.1,16.1,16.9,18.9,21.5
HH-06721,Rulindo,-1.747173,30.0241745,03/04/2023,2.0,9.5,7.6,1766,9.6,10.2,8.0,10.2,6.9,8.5
HH-04922,Rulindo,-1.778711,30.090532,30/09/2023,5.0,10.8,8.1,1857,57.0,51.1,55.0,48.4,46.8,48.3
HH-01322,Nyabihu,-1.605544,29.547078,15/06/2024,2.0,10.6,6.3,2557,12.2,10.0,9.0,10.4,9.6,11.1
HH-04158,Gakenke,-1.749327,29.829739,07/04/2023,3.0,8.5,1.5,2061,14.5,13.2,14.4,10.5,10.7,13.4
HH-06863,Gakenke,-1.726488,29.889923,26/10/2023,4.0,10.3,3.4,2266,34.1,32.4,37.6,34.2,44.4,39.0
HH-02651,Nyabihu,-1.628068,29.474261,05/09/2023,5.0,9.6,0.6,2542,42.1,42.9,41.9,46.7,47.4,50.8
HH-05346,Burera,-1.497662,29.760058,24/08/2023,4.0,4.7,1.3,1803,11.1,8.1,9.4,6.7,9.3,7.7
HH-05235,Burera,-1.494953,29.750596,16/08/2023,6.0,8.2,1.3,2053,19.0,24.6,28.4,19.5,24.4,20.0
HH-06587,Burera,-1.405036,29.70035,07/09/2023,7.0,8.2,13.3,1951,47.4,45.1,53.2,54.4,47.0,49.7
HH-07788,Gakenke,-1.626388,29.766542,01/02/2023,3.0,7.9,7.0,2036,19.8,17.8,24.1,21.2,17.2,19.9
HH-05170,Rulindo,-1.748892,7.744155,23/07/2023,6.0,8.7,4.5,1533,45.5,41.0,47.44,50.9,45.5,54.3
HH-07301,Nyabihu,-1.5987385,29.499624500000003,05/05/2024,3.0,14.450000000000001,1.7,2425,29.5,29.2,25.7,28.0,26.5,28.4
HH-06728,Nyabihu,-1.582868,29.532473,07/06/2023,4.0,8.3,1.2,2267,27.9,26.3,31.2,29.8,24.7,30.9
HH-02269,Musanze,-1.486738,29.698293,02/04/2023,3.0,7.9,1.9,1992,10.2,12.8,10.0,10.3,10.1,10.5
HH-01672,Gakenke,-1.741722,29.811428,18/08/2023,3.0,8.5,1.2,2197,26.8,24.1,25.7,20.4,23.3,24.5
HH-00938,Gakenke,-1.70667,29.88252,29/11/2023,5.0,8.1,6.4,1856,37.3,42.0,30.9,35.0,30.1,37.9
HH-07039,Burera,-1.419703,29.720948,06/12/2023,5.0,6.0,1.9,1797,13.3,17.1,13.0,14.7,17.3,12.7
HH-02671,Burera,-1.468819,29.742613,27/02/2024,3.0,9.9,8.8,2008,29.4,27.5,25.3,23.9,25.2,30.7
HH-02779,Musanze,-1.488485,29.622618,07/02/2023,4.0,7.7,2.8,1808,24.0,23.8,27.2,26.4,30.2,24.2
HH-03165,Nyabihu,-1.64442,29.522748,08/12/2023,6.0,8.8,5.4,2309,50.1,38.0,44.8,54.8,53.9,51.7
HH-04693,Musanze,-1.533424,29.604311,03/01/2024,3.0,11.0,1.3,2163,30.7,33.2,34.7,27.7,27.7,28.7
HH-04945,Burera,-1.474347,29.830768,30/09/2023,3.0,10.8,7.0,1956,27.8,30.0,27.5,23.1,22.5,31.2
HH-04772,Musanze,-1.524223,29.583756,16/06/2023,6.0,10.9,10.4,1581,25.2,30.5,30.6,31.6,24.1,30.0
HH-04377,Musanze,-1.516507,29.67325,23/09/2023,7.0,10.8,4.3,1614,38.3,41.1,40.0,29.7,37.739999999999995,39.6
HH-04767,Gakenke,-1.672153,29.830606,12/04/2023,5.0,8.4,7.0,2176,35.1,35.9,35.2,32.5,40.5,36.1
HH-04302,Gakenke,-1.712534,29.852252,16/08/2023,2.0,10.2,2.4,2084,16.1,20.4,17.2,17.0,19.2,16.7
HH-05000,Burera,-1.461794,29.726432,08/06/2024,7.0,10.9,15.7,2072,65.6,81.1,62.6,71.5,73.0,63.5
HH-03529,Gakenke,29.818302,-1.72474,23/10/2023,5.0,10.9,8.0,1896,45.0,44.0,42.1,42.8,47.0,38.5
HH-06804,Musanze,-1.520181,29.642609,10/10/2023,6.0,6.9,3.7,1766,19.0,24.3,22.8,23.1,18.6,17.7
HH-00621,Nyabihu,-1.582937,29.460507,13/02/2023,4.0,9.1,4.4,2519,22.0,18.5,17.2,16.4,17.8,12.1
HH-01453,Gakenke,-1.668889,29.89351,19/03/2023,3.0,3.6499999999999995,10.5,1988,28.6,23.7,25.3,21.6,23.9,21.7
HH-07529,Burera,-1.438342,29.83095,03/07/2023,7.0,12.6,3.5,1967,77.0,94.4,79.2,62.6,82.6,64.8
HH-04113,Nyabihu,-1.621121,29.492096,13/09/2023,6.0,12.6,0.8,2186,70.7,76.9,66.2,72.6,62.9,75.3
HH-04858,Gakenke,-1.607557,29.899785,18/02/2024,6.0,12.3,9.7,2351,59.8,66.0,55.3,65.7,73.8,67.0
HH-00479,Gakenke,-1.640831,29.811434,27/05/2023,7.0,8.7,12.3,1736,26.2,26.2,26.5,24.2,28.5,26.4
HH-01353,Musanze,-1.45397,29.647968,07/08/2023,4.0,9.3,5.2,1904,16.6,16.4,15.8,15.0,13.3,12.7
HH-04501,Burera,-1.449837,29.745655,01/06/2023,2.0,7.5,1.7,1827,15.9,12.7,13.5,14.8,15.2,12.1
HH-01895,Burera,-1.452703,29.72283,13/10/2023,3.0,8.5,6.2,1845,13.5,14.3,10.5,12.3,9.2,12.2
HH-05749,Gakenke,-1.667027,29.798893,18/07/2023,3.0,10.9,0.6,2072,34.1,27.7,34.1,30.9,34.3,27.0
HH-01719,Gakenke,-1.612468,29.847757,02/12/2023,3.0,12.8,1.2,2077,36.3,34.9,29.6,29.8,31.6,34.5
HH-03502,Rulindo,-1.767145,29.97028,04/12/2023,4.0,9.5,5.1,2012,19.0,20.0,14.5,14.6,19.2,21.8
HH-01769,Musanze,-1.527906,29.566668,26/08/2023,5.0,9.3,2.3,1849,17.9,26.0,23.8,18.0,19.2,22.4
HH-01034,Nyabihu,-1.631112,29.51124,22/03/2024,5.0,7.7,1.2,2296,16.4,22.0,21.9,15.2,18.9,18.9
HH-03414,Musanze,-1.532053,29.613688,18/12/2023,7.0,13.3,3.3,1487,46.8,39.1,40.9,43.7,36.0,44.9
HH-00287,Musanze,-1.471701,29.577116,29/01/2024,6.0,7.2,11.5,2057,20.2,21.1,17.7,23.4,17.1,18.9
HH-00551,Burera,-1.477382,29.831626,20/01/2023,5.0,8.7,3.7,1944,16.2,23.1,16.8,15.8,21.9,17.7
HH-07833,Nyabihu,-1.571014,29.468962,02/06/2024,4.0,12.9,7.8,2507,42.9,48.7,43.1,46.1,50.9,52.6
HH-06707,Gakenke,-1.668444,29.88544,15/06/2023,4.0,7.1,3.5,2188,10.6,15.1,14.4,13.1,10.8,13.9
HH-04558,Rulindo,-1.713072,30.065852,22/12/2023,4.0,8.3,3.1,1844,16.2,19.3,14.4,13.0,11.7,14.9
HH-05517,Rulindo,-1.720765,29.978216,04/03/2024,4.0,8.8,6.5,1593,27.1,34.6,34.6,34.2,36.7,35.4
HH-02843,Gakenke,-1.6038,29.761587,17/03/2024,5.0,8.9,3.8,1955,23.1,17.8,20.8,22.9,16.7,13.7
HH-01784,Burera,-1.410622,29.783293,26/01/2023,2.0,9.4,1.2,1787,17.6,16.0,17.2,17.1,15.9,17.0
HH-01426,Gakenke,-1.637852,29.817924,19/06/2023,5.0,11.1,1.8,2086,44.7,45.7,45.8,38.7,52.1,47.2
HH-06637,Gakenke,-1.714076,29.756815,17/06/2023,5.0,8.2,3.4,1896,41.0,38.2,34.7,39.2,43.9,35.6
HH-02590,Rulindo,-1.778837,30.087262,03/04/2024,5.0,7.4,3.9,1904,18.1,15.9,15.1,17.9,15.7,17.6
HH-05195,Nyabihu,-1.627584,29.506967,27/02/2023,6.0,8.5,0.8,2302,19.7,19.9,21.4,16.8,17.6,19.8
HH-05013,Burera,-1.440792,29.720468,25/09/2023,6.0,5.0,1.1,1892,13.1,18.6,15.4,14.4,10.9,13.6
HH-06919,Burera,-1.491435,29.763591,31/08/2023,4.0,5.3,0.7,1793,11.6,11.5,12.2,8.8,11.6,8.1
HH-05938,Nyabihu,-1.622653,29.536165,21/05/2023,5.0,9.0,4.1,2289,18.2,17.4,18.2,19.9,21.5,19.9
HH-01617,Gakenke,-1.731399,29.763399,23/12/2023,5.0,8.2,3.3,1644,19.0,18.5,22.7,19.0,21.2,13.4
